,Name,Description,geometry,Zip Code,Unnamed: 0,obdb_id,name,brewery_type,street,address_2,address_3,city,state,county_province,website_url,phone,country,longitude,latitude,tags
80,<at><openparen>20629<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>20629</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US20629</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>20629</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>20629</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>2172627</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>427949</td> </tr></table></center>","POLYGON Z ((-76.464246 38.341888 0, -76.46182399999999 38.340657 0, -76.460809 38.341611 0, -76.461895 38.342415 0, -76.459779 38.342351 0, -76.459187 38.340695 0, -76.458107 38.340453 0, -76.456959 38.343763 0, -76.45618399999999 38.343001 0, -76.45673499999999 38.340626 0, -76.459271 38.338026 0, -76.457835 38.337712 0, -76.45886900000001 38.336229 0, -76.457379 38.336565 0, -76.459103 38.334464 0, -76.45911099999999 38.333026 0, -76.457307 38.332896 0, -76.455125 38.330321 0, -76.455828 38.32505 0, -76.45309399999999 38.326291 0, -76.454306 38.323533 0, -76.45425299999999 38.322498 0, -76.454053 38.322305 0, -76.454048 38.322281 0, -76.454049 38.322251 0, -76.45406699999999 38.322209 0, -76.454103 38.322121 0, -76.453103 38.321357 0, -76.452111 38.32107 0, -76.45185655393701 38.3210686618109 0, -76.45184 38.321096 0, -76.45172819702751 38.321599818017 0, -76.452566 38.323324 0, -76.452533 38.32384 0, -76.44820799999999 38.334078 0, -76.44686299999999 38.337274 0, -76.447327 38.342493 0, -76.44973 38.347864 0, -76.449226 38.350487 0, -76.452731 38.352285 0, -76.454053 38.354043 0, -76.45610000000001 38.352773 0, -76.45928600000001 38.34892 0, -76.459484 38.3487 0, -76.464246 38.341888 0))",20629,293.0,ruddy-duck-brewery-and-grill-dowell,Ruddy Duck Brewery and Grill,brewpub,13200 Dowell Rd,,,Dowell,Maryland,,http://www.ruddyduckbrewery.com,4103943825.0,United States,-76.45795,38.350501,
86,<at><openparen>20639<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>20639</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US20639</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>20639</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>20639</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>107730232</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>4991406</td> </tr></table></center>","POLYGON Z ((-76.685531 38.63222 0, -76.68659100000001 38.630479 0, -76.683464 38.62913 0, -76.681023 38.628646 0, -76.679355 38.627949 0, -76.67756199999999 38.626234 0, -76.672613 38.617985 0, -76.67222099999999 38.614404 0, -76.672764 38.612456 0, -76.673479 38.607249 0, -76.67317199999999 38.603308 0, -76.67240700000001 38.600627 0, -76.672557 38.599271 0, -76.67440499999999 38.595725 0, -76.675166 38.592106 0, -76.67728099999999 38.589566 0, -76.67948 38.585211 0, -76.680702 38.580499 0, -76.679475 38.576165 0, -76.67779899999999 38.572374 0, -76.67769199999999 38.569898 0, -76.67914399999999 38.566734 0, -76.67701099999999 38.563451 0, -76.675468 38.558824 0, -76.67289599999999 38.554648 0, -76.672276 38.552781 0, -76.664479 38.556846 0, -76.66362599999999 38.558687 0, -76.66064900000001 38.560295 0, -76.656865 38.559434 0, -76.65522799999999 38.559632 0, -76.65449 38.562796 0, -76.65113100000001 38.565086 0, -76.650687 38.566202 0, -76.648701 38.566963 0, -76.647036 38.566011 0, -76.64915499999999 38.562548 0, -76.648269 38.560815 0, -76.646416 38.560089 0, -76.642985 38.56504 0, -76.641311 38.563559 0, -76.639972 38.56349 0, -76.637062 38.565507 0, -76.633476 38.564974 0, -76.63253400000001 38.565893 0, -76.63233 38.567567 0, -76.635937 38.569228 0, -76.63569699999999 38.56989 0, -76.63333299999999 38.570878 0, -76.632324 38.571915 0, -76.62932600000001 38.570632 0, -76.627402 38.571665 0, -76.627788 38.572937 0, -76.62663000000001 38.573074 0, -76.62397199999999 38.571567 0, -76.623296 38.569212 0, -76.62147400000001 38.568958 0, -76.61895699999999 38.566459 0, -76.615331 38.565036 0, -76.611863 38.564182 0, -76.610038 38.562326 0, -76.60726200000001 38.560788 0, -76.603756 38.559723 0, -76.603396 38.561775 0, -76.599497 38.56189 0, -76.59995000000001 38.563411 0, -76.59845799999999 38.564343 0, -76.596181 38.564488 0, -76.59158100000001 38.563331 0, -76.59137 38.567046 0, -76.590885 38.569017 0, -76.591255 38.571209 0, -76.594419 38.575048 0, -76.596406 38.578642 0, -76.59816499999999 38.579982 0, -76.601472 38.580343 0, -76.601298 38.582116 0, -76.602006 38.58275 0, -76.601021 38.583676 0, -76.59884 38.583125 0, -76.59650000000001 38.584806 0, -76.59488899999999 38.584345 0, -76.591944 38.58475 0, -76.590543 38.584326 0, -76.58856400000001 38.584839 0, -76.588351 38.586262 0, -76.586698 38.587295 0, -76.58398800000001 38.587993 0, -76.58275999999999 38.590164 0, -76.580533 38.589472 0, -76.578951 38.590108 0, -76.576936 38.589882 0, -76.574896 38.588684 0, -76.57212 38.588876 0, -76.569676 38.590117 0, -76.566873 38.589595 0, -76.564801 38.58764 0, -76.56349 38.582752 0, -76.56165300000001 38.580853 0, -76.560703 38.579088 0, -76.55873800000001 38.574103 0, -76.55735799999999 38.572026 0, -76.55341 38.568763 0, -76.546294 38.562749 0, -76.54541 38.5608 0, -76.541079 38.558743 0, -76.539969 38.563103 0, -76.537772 38.565407 0, -76.53641500000001 38.567699 0, -76.536896 38.570621 0, -76.53604900000001 38.57389 0, -76.536705 38.576107 0, -76.537449 38.57911 0, -76.53438300000001 38.579547 0, -76.53259199999999 38.58022 0, -76.531829 38.580946 0, -76.529166 38.581303 0, -76.525901 38.579926 0, -76.523543 38.579832 0, -76.51988900000001 38.578366 0, -76.518393 38.576405 0, -76.51700370764151 38.5771572436321 0, -76.51634 38.590229 0, -76.5148123049791 38.5979296452297 0, -76.5125828376798 38.6091677107391 0, -76.511278 38.615745 0, -76.512248 38.616574 0, -76.51160400000001 38.61543 0, -76.516318 38.61605 0, -76.517077 38.614574 0, -76.520366 38.613602 0, -76.520107 38.612709 0, -76.522451 38.611967 0, -76.522165 38.608853 0, -76.523032 38.607038 0, -76.525375 38.607943 0, -76.52570799999999 38.60803 0, -76.526698 38.608212 0, -76.528783 38.611548 0, -76.530152 38.616071 0, -76.531423 38.61629 0, -76.533693 38.617738 0, -76.54071500000001 38.620655 0, -76.5437 38.62328 0, -76.543076 38.624027 0, -76.548664 38.626049 0, -76.551973 38.625871 0, -76.556417 38.62725 0, -76.562775 38.628128 0, -76.564165 38.628286 0, -76.564369 38.630116 0, -76.565515 38.640065 0, -76.566059 38.640865 0, -76.568743 38.642688 0, -76.57070299999999 38.641082 0, -76.574288 38.640178 0, -76.575126 38.639738 0, -76.57895000000001 38.640283 0, -76.584903 38.644237 0, -76.586404 38.644747 0, -76.588328 38.646212 0, -76.590125 38.646929 0, -76.59290799999999 38.649343 0, -76.594601 38.649823 0, -76.597697 38.654857 0, -76.598106 38.656253 0, -76.60102500000001 38.657946 0, -76.602026 38.659143 0, -76.600388 38.660984 0, -76.602104 38.663162 0, -76.60396299999999 38.66435 0, -76.604635 38.663551 0, -76.606943 38.660845 0, -76.60706999999999 38.66037 0, -76.60779700000001 38.661608 0, -76.60868600000001 38.662683 0, -76.612278 38.665508 0, -76.617519 38.663761 0, -76.621943 38.663847 0, -76.62317 38.666933 0, -76.62542000000001 38.667498 0, -76.63018 38.6661 0, -76.6352 38.66396 0, -76.637362 38.661679 0, -76.640912 38.661422 0, -76.64380800000001 38.659238 0, -76.645444 38.656721 0, -76.64540599999999 38.654173 0, -76.648323 38.65092 0, -76.65042 38.651934 0, -76.651409 38.650707 0, -76.652018 38.651613 0, -76.65548099999999 38.652225 0, -76.65892700000001 38.650782 0, -76.66113 38.649326 0, -76.66332 38.647038 0, -76.66453799999999 38.645112 0, -76.66593899999999 38.641788 0, -76.670162 38.640735 0, -76.670524 38.639344 0, -76.67246900000001 38.640319 0, -76.673098 38.639498 0, -76.672612 38.638055 0, -76.67369600000001 38.637915 0, -76.67850300000001 38.638775 0, -76.68127200000001 38.638158 0, -76.682545 38.636355 0, -76.681833 38.634064 0, -76.683312 38.634064 0, -76.682777 38.633058 0, -76.68359599999999 38.633735 0, -76.685418 38.632693 0, -76.685531 38.63222 0))",20639,171.0,gypsy-brewing-company-huntingtown,Gypsy Brewing Company,micro,,,,Huntingtown,Maryland,,,,United States,,,
137,<at><openparen>20736<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>20736</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US20736</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>20736</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>20736</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>64065942</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>1636955</td> </tr></table></center>","POLYGON Z ((-76.700667 38.670131 0, -76.701003 38.668362 0, -76.69926100000001 38.665769 0, -76.69717300000001 38.664663 0, -76.694236 38.663841 0, -76.690951 38.664029 0, -76.68737 38.663793 0, -76.684923 38.663027 0, -76.683329 38.661178 0, -76.68318600000001 38.658813 0, -76.684304 38.656485 0, -76.68512699999999 38.654771 0, -76.69163 38.648506 0, -76.69212400000001 38.646603 0, -76.692166 38.643198 0, -76.692853 38.636437 0, -76.692021 38.634932 0, -76.690181 38.633038 0, -76.68659100000001 38.630479 0, -76.685531 38.63222 0, -76.685418 38.632693 0, -76.68359599999999 38.633735 0, -76.682777 38.633058 0, -76.683312 38.634064 0, -76.681833 38.634064 0, -76.682545 38.636355 0, -76.68127200000001 38.638158 0, -76.67850300000001 38.638775 0, -76.67369600000001 38.637915 0, -76.672612 38.638055 0, -76.673098 38.639498 0, -76.67246900000001 38.640319 0, -76.670524 38.639344 0, -76.670162 38.640735 0, -76.66593899999999 38.641788 0, -76.66453799999999 38.645112 0, -76.66332 38.647038 0, -76.66113 38.649326 0, -76.65892700000001 38.650782 0, -76.65548099999999 38.652225 0, -76.652018 38.651613 0, -76.651409 38.650707 0, -76.65042 38.651934 0, -76.648323 38.65092 0, -76.64540599999999 38.654173 0, -76.645444 38.656721 0, -76.64380800000001 38.659238 0, -76.640912 38.661422 0, -76.637362 38.661679 0, -76.6352 38.66396 0, -76.63018 38.6661 0, -76.62542000000001 38.667498 0, -76.62317 38.666933 0, -76.621943 38.663847 0, -76.617519 38.663761 0, -76.612278 38.665508 0, -76.60868600000001 38.662683 0, -76.60838099999999 38.662721 0, -76.609039 38.663368 0, -76.619319 38.67104 0, -76.623255 38.674294 0, -76.622015 38.675008 0, -76.618555 38.679229 0, -76.62044899999999 38.681863 0, -76.617138 38.682237 0, -76.61499499999999 38.682927 0, -76.610123 38.685413 0, -76.608991 38.686371 0, -76.607793 38.688665 0, -76.605729 38.690021 0, -76.60296200000001 38.690937 0, -76.602209 38.689895 0, -76.597086 38.690308 0, -76.58711599999999 38.690735 0, -76.58586699999999 38.683256 0, -76.577259 38.684124 0, -76.572299 38.684885 0, -76.573883 38.695072 0, -76.57133 38.695949 0, -76.569823 38.695985 0, -76.568923 38.694154 0, -76.564061 38.69339 0, -76.562521 38.697892 0, -76.56074099999999 38.695175 0, -76.557895 38.699867 0, -76.55586599999999 38.699373 0, -76.55586599999999 38.700075 0, -76.55035700000001 38.698927 0, -76.550329 38.699306 0, -76.552075 38.699705 0, -76.552532 38.700253 0, -76.553383 38.703445 0, -76.552747 38.70592 0, -76.55169600000001 38.706642 0, -76.548799 38.706309 0, -76.547997 38.705396 0, -76.547944 38.702895 0, -76.544151 38.702901 0, -76.542613 38.705748 0, -76.539241 38.704324 0, -76.539055 38.704516 0, -76.538927 38.704603 0, -76.538797 38.704665 0, -76.53867 38.704701 0, -76.538495 38.704723 0, -76.538307 38.70473 0, -76.538071 38.704706 0, -76.537875 38.706222 0, -76.545118 38.707108 0, -76.542435 38.708235 0, -76.54443000000001 38.708511 0, -76.54618499999999 38.709042 0, -76.545804 38.710968 0, -76.54252099999999 38.712498 0, -76.54248 38.712722 0, -76.53672299999999 38.713287 0, -76.53446599999999 38.713934 0, -76.52959 38.714019 0, -76.535584 38.72148 0, -76.566436 38.721318 0, -76.574268 38.721275 0, -76.57773 38.717061 0, -76.581138 38.715205 0, -76.582877 38.719346 0, -76.583286 38.721285 0, -76.589591 38.721223 0, -76.589806 38.725781 0, -76.589127 38.727632 0, -76.58902500000001 38.72818 0, -76.592117 38.730313 0, -76.5937 38.727882 0, -76.59514900000001 38.723819 0, -76.597318 38.721202 0, -76.60351300000001 38.721205 0, -76.604569 38.721122 0, -76.60215100000001 38.724697 0, -76.60100799999999 38.726051 0, -76.602515 38.726549 0, -76.611006 38.725988 0, -76.61130799999999 38.730804 0, -76.615838 38.730629 0, -76.616405 38.732957 0, -76.618697 38.732957 0, -76.622945 38.731576 0, -76.62291 38.735041 0, -76.62307199999999 38.743932 0, -76.62101 38.746264 0, -76.623041 38.749088 0, -76.625912 38.747236 0, -76.631905 38.745922 0, -76.633984 38.744066 0, -76.62833999999999 38.739469 0, -76.63055900000001 38.736177 0, -76.631705 38.735147 0, -76.632344 38.729816 0, -76.635015 38.727485 0, -76.63499 38.725703 0, -76.63473500000001 38.724857 0, -76.632936 38.72458 0, -76.633123 38.721847 0, -76.633803 38.720468 0, -76.63668 38.71887 0, -76.636724 38.716811 0, -76.638706 38.716279 0, -76.64084099999999 38.716603 0, -76.64459600000001 38.716438 0, -76.64742200000001 38.713791 0, -76.64833900000001 38.711633 0, -76.650003 38.711092 0, -76.651819 38.709199 0, -76.650929 38.707083 0, -76.65337599999999 38.705401 0, -76.655334 38.704969 0, -76.655574 38.705883 0, -76.65682099999999 38.705478 0, -76.656801 38.704032 0, -76.65995599999999 38.70408 0, -76.66115499999999 38.703386 0, -76.664843 38.703598 0, -76.66592799999999 38.702956 0, -76.669303 38.702444 0, -76.669836 38.700845 0, -76.668997 38.699052 0, -76.66952499999999 38.697871 0, -76.67103899999999 38.697942 0, -76.67166 38.699569 0, -76.673163 38.696868 0, -76.672147 38.696191 0, -76.67425900000001 38.694247 0, -76.67576699999999 38.694097 0, -76.678714 38.695752 0, -76.67813 38.694086 0, -76.67856500000001 38.693041 0, -76.680677 38.693584 0, -76.681034 38.692859 0, -76.67975 38.691712 0, -76.681286 38.690344 0, -76.682922 38.691183 0, -76.683243 38.692785 0, -76.68591499999999 38.692117 0, -76.688203 38.692346 0, -76.68817300000001 38.690088 0, -76.68593 38.690219 0, -76.68413700000001 38.689597 0, -76.684101 38.688762 0, -76.686402 38.687573 0, -76.68933199999999 38.688854 0, -76.68979299999999 38.687106 0, -76.690506 38.685648 0, -76.691947 38.683765 0, -76.687147 38.681371 0, -76.686982 38.680634 0, -76.68742399999999 38.678746 0, -76.690461 38.673683 0, -76.692956 38.672353 0, -76.69926100000001 38.671109 0, -76.700667 38.670131 0))",20736,296.0,scorpion-brewing-owings,Scorpion Brewing,micro,"929 Skinners Turn Rd, Suite 100",,,Owings,Maryland,,http://www.scorpionbrewing.com,7033072400.0,United States,,,
161,<at><openparen>20776<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>20776</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US20776</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>20776</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>20776</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>55982017</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>5967402</td> </tr></table></center>","POLYGON Z ((-76.696549 38.847164 0, -76.697503 38.844786 0, -76.688171 38.845499 0, -76.68825200000001 38.84683 0, -76.681118 38.850055 0, -76.67992 38.852542 0, -76.675804 38.851982 0, -76.673852 38.852471 0, -76.67176600000001 38.851427 0, -76.67029100000001 38.851592 0, -76.667147 38.852978 0, -76.664418 38.853645 0, -76.6571 38.853556 0, -76.649563 38.853016 0, -76.647429 38.851895 0, -76.643776 38.851641 0, -76.641593 38.85019 0, -76.636937 38.849436 0, -76.63148700000001 38.848193 0, -76.629265 38.845709 0, -76.62871199999999 38.843909 0, -76.63166699999999 38.841027 0, -76.63048999999999 38.84087 0, -76.62463200000001 38.844316 0, -76.613641 38.843441 0, -76.60781900000001 38.837194 0, -76.610039 38.833364 0, -76.612472 38.831243 0, -76.613254 38.830726 0, -76.615948 38.829728 0, -76.61528300000001 38.828636 0, -76.611745 38.830049 0, -76.608397 38.830394 0, -76.589974 38.830975 0, -76.590811 38.832258 0, -76.59043200000001 38.833186 0, -76.590799 38.837398 0, -76.591482 38.840573 0, -76.593034 38.841649 0, -76.59722600000001 38.840455 0, -76.596244 38.842834 0, -76.59715199999999 38.846167 0, -76.59990500000001 38.84728 0, -76.596727 38.851584 0, -76.596756 38.85531 0, -76.598178 38.860483 0, -76.578591 38.871013 0, -76.569692 38.856679 0, -76.567606 38.854796 0, -76.566903 38.852964 0, -76.564274 38.852129 0, -76.560312 38.851625 0, -76.557293 38.849611 0, -76.55677799999999 38.851607 0, -76.55264699999999 38.85022 0, -76.549724 38.848667 0, -76.547743 38.847761 0, -76.544456 38.848035 0, -76.542821 38.848608 0, -76.540344 38.849172 0, -76.53976400000001 38.849144 0, -76.53762999999999 38.848117 0, -76.534035 38.845264 0, -76.532881 38.847916 0, -76.5313370268201 38.8501279157979 0, -76.5370358547284 38.8487035048331 0, -76.53764200000001 38.848552 0, -76.53645400000001 38.851791 0, -76.5375006195235 38.8584055570636 0, -76.53752299999999 38.858547 0, -76.5384535508877 38.8613543086192 0, -76.53847399999999 38.861416 0, -76.53443300000001 38.862804 0, -76.53347676550879 38.862825083209 0, -76.530986 38.86288 0, -76.5305649182493 38.862889241004 0, -76.52825199999999 38.86294 0, -76.52703861160759 38.862840619209 0, -76.522423072032 38.8624625902312 0, -76.522074 38.862434 0, -76.519564 38.8631025068389 0, -76.519442 38.863135 0, -76.51492961358051 38.8665364471774 0, -76.51620800000001 38.872127 0, -76.52063 38.875115 0, -76.520972 38.87765 0, -76.519927 38.880372 0, -76.521883 38.884348 0, -76.52390800000001 38.884903 0, -76.530824 38.886228 0, -76.533807 38.885512 0, -76.538016 38.88879 0, -76.539601 38.889362 0, -76.539029 38.890708 0, -76.540502 38.889303 0, -76.538528 38.888215 0, -76.540055 38.886768 0, -76.54174 38.886079 0, -76.543329 38.882515 0, -76.545784 38.881492 0, -76.551902 38.881378 0, -76.554216 38.883324 0, -76.557372 38.882355 0, -76.557013 38.880759 0, -76.559399 38.883203 0, -76.56325 38.882049 0, -76.564002 38.879918 0, -76.565832 38.879797 0, -76.568673 38.884382 0, -76.573616 38.883655 0, -76.578604 38.884515 0, -76.58107 38.885678 0, -76.58741000000001 38.887754 0, -76.590436 38.887802 0, -76.593692 38.887175 0, -76.597722 38.888673 0, -76.59850900000001 38.88936 0, -76.59822200000001 38.889828 0, -76.59428200000001 38.889742 0, -76.588442 38.892075 0, -76.587273 38.89543 0, -76.58411599999999 38.896434 0, -76.57535300000001 38.897805 0, -76.56657199999999 38.900265 0, -76.564014 38.903659 0, -76.55962700000001 38.901206 0, -76.558019 38.902867 0, -76.561065 38.905034 0, -76.564122 38.906165 0, -76.566057 38.9078 0, -76.574842 38.907369 0, -76.577384 38.907713 0, -76.578537 38.909604 0, -76.580292 38.910379 0, -76.58120599999999 38.908779 0, -76.58702700000001 38.902571 0, -76.591067 38.900377 0, -76.59228400000001 38.899229 0, -76.592817 38.898128 0, -76.593092 38.89669 0, -76.593064 38.896153 0, -76.596833 38.892035 0, -76.605783 38.895606 0, -76.606584 38.893535 0, -76.609703 38.891991 0, -76.612801 38.889194 0, -76.619328 38.887752 0, -76.621218 38.886944 0, -76.622737 38.888096 0, -76.625917 38.888307 0, -76.627336 38.889087 0, -76.629711 38.888506 0, -76.633745 38.888942 0, -76.635304 38.890102 0, -76.63947899999999 38.889302 0, -76.64127999999999 38.887354 0, -76.643415 38.889275 0, -76.647013 38.889792 0, -76.654194 38.890336 0, -76.65613999999999 38.889947 0, -76.659277 38.888532 0, -76.66240500000001 38.888099 0, -76.668294 38.888201 0, -76.671229 38.888586 0, -76.671981 38.890169 0, -76.671469 38.89424 0, -76.673024 38.895124 0, -76.676276 38.895163 0, -76.676301 38.89191 0, -76.67321800000001 38.888497 0, -76.671786 38.887568 0, -76.672145 38.886627 0, -76.675237 38.885665 0, -76.675898 38.88367 0, -76.67541 38.881734 0, -76.67614500000001 38.880011 0, -76.676575 38.875964 0, -76.67825999999999 38.873509 0, -76.680656 38.872279 0, -76.680654 38.870571 0, -76.683162 38.866721 0, -76.688101 38.864557 0, -76.691869 38.859212 0, -76.69212400000001 38.857131 0, -76.691033 38.855508 0, -76.691169 38.854401 0, -76.693647 38.849716 0, -76.696549 38.847164 0))",20776,188.0,hopscratch-farm-and-brewery-harwood,HopScratch Farm & Brewery,planning,,,,Harwood,Maryland,,,,United States,,,
199,<at><openparen>20877<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>20877</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US20877</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>20877</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>20877</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>14609470</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>65019</td> </tr></table></center>","POLYGON Z ((-77.216854 39.148844 0, -77.216803 39.148777 0, -77.214726 39.145679 0, -77.212553 39.140513 0, -77.210038 39.13591 0, -77.20648 39.13159 0, -77.203712 39.128696 0, -77.199997 39.124188 0, -77.19826500000001 39.121795 0, -77.19535 39.118362 0, -77.1876 39.111084 0, -77.18673099999999 39.113164 0, -77.186393 39.113875 0, -77.186221 39.114127 0, -77.184265 39.116687 0, -77.18382200000001 39.117464 0, -77.183605 39.117425 0, -77.182074 39.119274 0, -77.180673 39.120136 0, -77.178256 39.119253 0, -77.17773099999999 39.119887 0, -77.177488 39.119759 0, -77.17588499999999 39.119507 0, -77.17473 39.12062 0, -77.17422000000001 39.120372 0, -77.174119 39.120504 0, -77.17479400000001 39.120807 0, -77.17764200000001 39.122665 0, -77.176002 39.124325 0, -77.173817 39.123089 0, -77.173243 39.123817 0, -77.17200099999999 39.12515 0, -77.17384300000001 39.12619 0, -77.174206 39.126225 0, -77.173006 39.127357 0, -77.17090399999999 39.12809 0, -77.175932 39.134378 0, -77.17557499999999 39.134595 0, -77.174752 39.135266 0, -77.176773 39.135883 0, -77.180009 39.138509 0, -77.180093 39.138976 0, -77.179557 39.139536 0, -77.17882400000001 39.140438 0, -77.179762 39.140719 0, -77.178895 39.144455 0, -77.178364 39.146749 0, -77.17551899999999 39.147445 0, -77.174531 39.144712 0, -77.173827 39.14365 0, -77.172813 39.14439 0, -77.17165199999999 39.143272 0, -77.167637 39.142488 0, -77.16981800000001 39.140044 0, -77.168538 39.139375 0, -77.168003 39.139421 0, -77.167772 39.139442 0, -77.166167 39.139116 0, -77.16688499999999 39.138061 0, -77.165046 39.137275 0, -77.164596 39.138805 0, -77.165657 39.141811 0, -77.167846 39.144027 0, -77.16582699999999 39.144679 0, -77.16476400000001 39.145078 0, -77.16351400000001 39.14458 0, -77.15983199999999 39.143474 0, -77.160049 39.145549 0, -77.16217 39.147655 0, -77.161056 39.150791 0, -77.15883599999999 39.153148 0, -77.15798700000001 39.15298 0, -77.15854299999999 39.152453 0, -77.154529 39.150948 0, -77.153155 39.152274 0, -77.14969600000001 39.151138 0, -77.153194 39.153366 0, -77.15362500000001 39.153697 0, -77.15716500000001 39.156761 0, -77.160419 39.158993 0, -77.160786 39.157619 0, -77.16378 39.154647 0, -77.165496 39.156303 0, -77.168116 39.154984 0, -77.170018 39.153726 0, -77.170982 39.155348 0, -77.173332 39.154598 0, -77.17424 39.153789 0, -77.175132 39.154846 0, -77.17652099999999 39.155731 0, -77.17734299999999 39.155967 0, -77.182303 39.160957 0, -77.183784 39.159673 0, -77.184112 39.159103 0, -77.184376 39.159194 0, -77.18569100000001 39.159503 0, -77.186212 39.159545 0, -77.18765 39.159618 0, -77.189727 39.159629 0, -77.19208500000001 39.160144 0, -77.19285499999999 39.160339 0, -77.195007 39.163462 0, -77.19465700000001 39.164925 0, -77.196426 39.168268 0, -77.198432 39.16621 0, -77.197177 39.161896 0, -77.19775300000001 39.162066 0, -77.19696 39.159839 0, -77.194008 39.158417 0, -77.19336699999999 39.157581 0, -77.192002 39.157303 0, -77.19239 39.152526 0, -77.196029 39.152317 0, -77.19800499999999 39.155605 0, -77.199645 39.155738 0, -77.200973 39.154943 0, -77.204511 39.15809 0, -77.20685899999999 39.156338 0, -77.20772700000001 39.155732 0, -77.209478 39.154516 0, -77.21228600000001 39.152582 0, -77.215721 39.149486 0, -77.216854 39.148844 0))",20877,164.0,greene-growlers-gaithersburg,Greene Growlers,brewpub,227 E Diamond Ave,,,Gaithersburg,Maryland,,http://www.greenegrowlers.com,2402616196.0,United States,-77.19355584,39.1419364,
